kappa,run,interval,wind_dispatched,wind_revenue
100,10,2,225.43410569386924,11271.705284693462
100,10,3,242.50644678909123,12125.322339454562
100,10,4,252.46178229950044,11930.497812663281
100,10,5,300.0,14906.802791930777
100,10,6,300.0,7681.017874386686
100,10,7,186.9158129317084,9345.79064658542
100,10,8,300.0,11220.470062351153
100,10,9,0.0,0.0
100,10,10,121.69157268236575,6084.5786341182875
100,10,11,124.64205390252755,6232.1026951263775
100,10,12,0.0,0.0
100,10,13,0.0,0.0
100,10,14,145.105898559833,7255.29492799165
100,10,15,0.0,0.0
100,10,16,25.994429829527235,1299.7214914763617
100,10,17,186.15488558838717,9307.74427941936
100,10,18,300.0,11911.901649017513
100,10,19,261.29146090804795,12308.442281961976
100,10,20,300.0,4083.6697417576124
100,10,21,229.09059942071235,11454.529971035618
100,10,22,300.0,14279.162044351258
100,10,23,234.11910561691172,11705.955280845586
100,10,24,300.0,14582.505524395077
180,1,1,300.0,3814.8008525594505
180,1,2,300.0,10044.769713178583
180,1,3,300.0,-3587.5426996889255
180,1,4,300.0,94.8860114863819
180,1,5,235.7730801543603,11788.654007718014
180,1,6,300.0,14214.121464128046
180,1,7,156.110860023471,7805.54300117355
180,1,8,288.1784199399658,1726.0670540494284
180,1,9,0.0,0.0
180,1,10,176.6928522471352,8834.64261235676
180,1,11,0.0,0.0
180,1,12,93.71313170017334,4685.656585008666
180,1,13,0.0,0.0
180,1,14,0.0,0.0
180,1,15,226.47753029341447,11323.876514670723
180,1,16,277.1616472024353,13858.082360121765
180,1,17,300.0,13639.923434066688
180,1,18,268.8500409896491,13442.502049482453
180,1,19,300.0,15141.725577768842
180,1,20,274.86713833552847,10632.239327356874
180,1,21,251.3332026661161,-1782.3148975070799
180,1,22,300.0,1936.9666276874632
180,1,23,256.2710423049531,11772.07796818309
180,1,24,300.0,8216.85058734698
180,2,1,260.95457906952504,13047.728953476251
180,2,2,280.51633393541977,14025.816696770988
180,2,3,291.5977692453919,141.0464037488291
180,2,4,224.7499562955993,11237.497814779965
180,2,5,272.6813784883243,1179.4461558834464
180,2,6,300.0,15170.839609606284
180,2,7,300.0,15725.6412396225
180,2,8,280.02130165293204,14001.065082646603
180,2,9,0.0,0.0
180,2,10,130.31690808178246,6515.845404089123
180,2,11,118.10318059694669,5905.159029847335
180,2,12,0.0,0.0
180,2,13,132.59278345928237,6629.639172964118
180,2,14,0.0,0.0
180,2,15,0.0,0.0
180,2,16,43.02181271108145,2151.090635554073
180,2,17,300.0,15013.3042336164
180,2,18,221.13376311859258,11056.688155929629
180,2,19,300.0,6620.756903673158
180,2,20,300.0,12412.461216039657
180,2,21,265.5659526102738,13278.29763051369
180,2,22,300.0,12705.51451493015
180,2,23,300.0,11222.296668470666
180,2,24,300.0,6159.950496411528
180,3,1,234.84243719705182,4200.010209263846
180,3,2,300.0,9525.89212547996
180,3,3,233.30075695150458,11665.03784757523
180,3,4,300.0,11565.647602702644
180,3,5,300.0,2145.553319352839
180,3,6,231.8768156821078,11593.84078410539
180,3,7,121.35659947627141,6067.82997381357
180,3,8,296.91445999551786,14845.722999775893
180,3,9,227.49699983562493,11374.849991781246
180,3,10,0.0,0.0
180,3,11,0.0,0.0
180,3,12,0.0,0.0
180,3,13,0.0,0.0
180,3,14,106.02723440630109,5301.361720315054
180,3,15,216.49510619772195,10824.755309886097
180,3,16,36.33192992506906,1816.596496253453
180,3,17,147.11522211789134,7355.761105894567
180,3,18,300.0,10095.643216635915
180,3,19,238.27350982401936,11913.675491200967
